Response ID,Real image ID,Synthetic Image ID,Real Image Response,Syn image response,Date
6357,83,395,synthetic,real,2020-01-02T20:14:44.572484
6358,249,241,real,real,2020-01-02T20:14:44.572484
6359,31,404,synthetic,synthetic,2020-01-02T20:14:44.572484
6360,66,157,real,real,2020-01-02T20:14:44.572484
6361,26,125,synthetic,synthetic,2020-01-02T20:14:44.572484
6362,344,181,synthetic,real,2020-01-02T20:14:44.572484
6363,290,410,real,real,2020-01-02T20:14:44.572484
6364,352,231,synthetic,real,2020-01-02T20:14:44.572484
6365,291,404,real,synthetic,2020-01-02T20:14:44.572484
6366,292,240,real,synthetic,2020-01-02T20:14:44.572484
6367,18,136,synthetic,synthetic,2020-01-02T20:14:44.572484
6368,6,411,real,synthetic,2020-01-02T20:14:44.572484
6369,333,466,real,synthetic,2020-01-02T20:14:44.572484
6370,57,170,real,synthetic,2020-01-02T20:14:44.572484
6371,265,221,real,synthetic,2020-01-02T20:14:44.572484
6372,61,419,synthetic,synthetic,2020-01-02T20:14:44.572484
6373,13,191,synthetic,real,2020-01-02T20:14:44.572484
6374,68,482,real,real,2020-01-02T20:14:44.572484
6375,326,211,real,synthetic,2020-01-02T20:14:44.572484
6376,86,179,synthetic,synthetic,2020-01-02T20:14:44.572484
6377,100,414,real,real,2020-01-02T20:14:44.572484
6378,262,246,real,synthetic,2020-01-02T20:14:44.572484
6379,77,213,synthetic,real,2020-01-02T20:14:44.572484
6380,307,396,synthetic,real,2020-01-02T20:14:44.572484
6381,314,477,synthetic,synthetic,2020-01-02T20:14:44.572484
6382,23,230,real,synthetic,2020-01-02T20:14:44.572484
6383,12,200,real,real,2020-01-02T20:14:44.572484
6384,40,204,synthetic,real,2020-01-02T20:14:44.572484
6385,288,471,real,real,2020-01-02T20:14:44.572484
6386,30,202,synthetic,synthetic,2020-01-02T20:14:44.572484
6387,90,174,synthetic,real,2020-01-02T20:14:44.572484
6388,85,392,real,synthetic,2020-01-02T20:14:44.572484
6389,322,409,synthetic,synthetic,2020-01-02T20:14:44.572484
6390,111,448,real,synthetic,2020-01-02T20:14:44.572484
6391,258,379,synthetic,synthetic,2020-01-02T20:14:44.572484
6392,302,200,synthetic,real,2020-01-02T20:14:44.572484
6393,84,480,synthetic,real,2020-01-02T20:14:44.572484
6394,32,411,real,real,2020-01-02T20:14:44.572484
6395,262,180,real,synthetic,2020-01-02T20:14:44.572484
6396,43,175,synthetic,real,2020-01-02T20:14:44.572484
6397,63,495,real,real,2020-01-02T20:14:44.572484
6398,293,132,real,synthetic,2020-01-02T20:14:44.572484
6399,12,461,synthetic,real,2020-01-02T20:14:44.572484
6400,343,478,real,synthetic,2020-01-02T20:14:44.572484
6401,91,374,synthetic,real,2020-01-02T20:14:44.572484
6402,92,156,synthetic,synthetic,2020-01-02T20:14:44.572484
6403,355,215,real,real,2020-01-02T20:14:44.572484
6404,272,192,synthetic,real,2020-01-02T20:14:44.572484
6405,20,242,synthetic,real,2020-01-02T20:14:44.572484
6406,367,427,synthetic,real,2020-01-02T20:14:44.572484
6407,313,190,synthetic,real,2020-01-02T20:14:44.572484
6408,338,196,synthetic,real,2020-01-02T20:14:44.572484
6409,328,401,real,real,2020-01-02T20:14:44.572484
6410,295,411,synthetic,real,2020-01-02T20:14:44.572484
6411,278,195,real,real,2020-01-02T20:14:44.572484
6412,334,473,synthetic,synthetic,2020-01-02T20:14:44.572484
6413,120,376,synthetic,synthetic,2020-01-02T20:14:44.572484
6414,266,234,real,synthetic,2020-01-02T20:14:44.572484
6415,7,161,real,synthetic,2020-01-02T20:14:44.572484
6416,288,491,real,synthetic,2020-01-02T20:14:44.572484
6417,273,395,real,synthetic,2020-01-02T20:14:44.572484
6418,40,473,synthetic,synthetic,2020-01-02T20:14:44.572484
6419,316,407,real,synthetic,2020-01-02T20:14:44.572484
6420,61,438,real,real,2020-01-02T20:14:44.572484
6421,337,125,synthetic,real,2020-01-02T20:14:44.572484
6422,113,404,real,synthetic,2020-01-02T20:14:44.572484
6423,334,427,synthetic,synthetic,2020-01-02T20:14:44.572484
6424,47,131,real,synthetic,2020-01-02T20:14:44.572484
6425,309,181,real,synthetic,2020-01-02T20:14:44.572484
6426,250,419,synthetic,synthetic,2020-01-02T20:14:44.572484
6427,72,182,synthetic,real,2020-01-02T20:14:44.572484
6428,261,456,synthetic,synthetic,2020-01-02T20:14:44.572484
6429,6,479,real,real,2020-01-02T20:14:44.572484
6430,27,428,real,synthetic,2020-01-02T20:14:44.572484
6431,39,456,synthetic,real,2020-01-02T20:14:44.572484
6432,359,143,real,synthetic,2020-01-02T20:14:44.572484
6433,349,377,real,real,2020-01-02T20:14:44.572484
6434,320,202,synthetic,real,2020-01-02T20:14:44.572484
6435,298,128,synthetic,synthetic,2020-01-02T20:14:44.572484
6436,40,145,real,real,2020-01-02T20:14:44.572484
6437,68,392,synthetic,real,2020-01-02T20:14:44.572484
6438,37,186,real,real,2020-01-02T20:14:44.572484
6439,94,148,real,synthetic,2020-01-02T20:14:44.572484
6440,63,154,real,synthetic,2020-01-02T20:14:44.572484
6441,261,397,synthetic,synthetic,2020-01-02T20:14:44.572484
6442,349,410,real,synthetic,2020-01-02T20:14:44.572484
6443,23,181,synthetic,real,2020-01-02T20:14:44.572484
6444,331,193,synthetic,synthetic,2020-01-02T20:14:44.572484
6445,358,206,synthetic,real,2020-01-02T20:14:44.572484
6446,290,424,real,real,2020-01-02T20:14:44.572484
6447,84,469,real,real,2020-01-02T20:14:44.572484
6448,81,388,real,real,2020-01-02T20:14:44.572484
6449,358,188,synthetic,synthetic,2020-01-02T20:14:44.572484
6450,116,232,synthetic,real,2020-01-02T20:14:44.572484
6451,319,473,real,real,2020-01-02T20:14:44.572484
6452,31,187,synthetic,synthetic,2020-01-02T20:14:44.572484
6453,329,487,real,real,2020-01-02T20:14:44.572484
6454,362,417,real,synthetic,2020-01-02T20:14:44.572484
6455,118,167,synthetic,synthetic,2020-01-02T20:14:44.572484
6456,111,187,synthetic,synthetic,2020-01-02T20:14:44.572484
6457,324,384,synthetic,real,2020-01-02T20:14:44.572484
6458,253,166,synthetic,synthetic,2020-01-02T20:14:44.572484
6459,300,162,real,real,2020-01-02T20:14:44.572484
6460,310,424,real,synthetic,2020-01-02T20:14:44.572484
6461,258,459,real,synthetic,2020-01-02T20:14:44.572484
6462,299,151,synthetic,real,2020-01-02T20:14:44.572484
6463,69,221,real,real,2020-01-02T20:14:44.572484
6464,341,219,synthetic,synthetic,2020-01-02T20:14:44.572484
6465,37,395,real,synthetic,2020-01-02T20:14:44.572484
6466,26,389,real,real,2020-01-02T20:14:44.572484
6467,305,233,real,synthetic,2020-01-02T20:14:44.572484
6468,328,217,real,synthetic,2020-01-02T20:14:44.572484
6469,60,462,real,synthetic,2020-01-02T20:14:44.572484
6470,36,487,synthetic,real,2020-01-02T20:14:44.572484
6471,267,375,synthetic,synthetic,2020-01-02T20:14:44.572484
6472,30,417,synthetic,synthetic,2020-01-02T20:14:44.572484
6473,113,470,synthetic,real,2020-01-02T20:14:44.572484
6474,57,245,real,real,2020-01-02T20:14:44.572484
6475,315,123,real,real,2020-01-02T20:14:44.572484
6476,320,403,synthetic,synthetic,2020-01-02T20:14:44.572484
6477,112,199,real,real,2020-01-02T20:14:44.572484
6478,9,242,synthetic,synthetic,2020-01-02T20:14:44.572484
6479,16,192,synthetic,real,2020-01-02T20:14:44.572484
6480,87,176,synthetic,real,2020-01-02T20:14:44.572484
6481,266,431,real,synthetic,2020-01-02T20:14:44.572484
6482,82,210,real,synthetic,2020-01-02T20:14:44.572484
6483,94,471,synthetic,synthetic,2020-01-02T20:14:44.572484
6484,320,240,synthetic,synthetic,2020-01-02T20:14:44.572484
6485,62,128,synthetic,real,2020-01-02T20:14:44.572484
6486,331,134,real,real,2020-01-02T20:14:44.572484
6487,9,446,real,real,2020-01-02T20:14:44.572484
6488,17,465,real,real,2020-01-02T20:14:44.572484
6489,306,242,real,real,2020-01-02T20:14:44.572484
6490,353,166,real,real,2020-01-02T20:14:44.572484
6491,71,227,synthetic,synthetic,2020-01-02T20:14:44.572484
6492,351,161,real,synthetic,2020-01-02T20:14:44.572484
6493,116,241,real,synthetic,2020-01-02T20:14:44.572484
6494,110,198,synthetic,synthetic,2020-01-02T20:14:44.572484
6495,322,396,real,synthetic,2020-01-02T20:14:44.572484
6496,89,493,synthetic,real,2020-01-02T20:14:44.572484
6497,50,492,real,real,2020-01-02T20:14:44.572484
6498,116,408,synthetic,synthetic,2020-01-02T20:14:44.572484
6499,340,388,synthetic,real,2020-01-02T20:14:44.572484
6500,343,143,real,synthetic,2020-01-02T20:14:44.572484
6501,79,238,synthetic,synthetic,2020-01-02T20:14:44.572484
6502,67,443,real,synthetic,2020-01-02T20:14:44.572484
6503,39,403,synthetic,real,2020-01-02T20:14:44.572484
6504,331,158,synthetic,real,2020-01-02T20:14:44.572484
6505,346,129,real,real,2020-01-02T20:14:44.572484
6506,292,384,synthetic,synthetic,2020-01-02T20:14:44.572484
6507,119,139,synthetic,real,2020-01-02T20:14:44.572484
6508,94,161,real,real,2020-01-02T20:14:44.572484
6509,40,422,real,real,2020-01-02T20:14:44.572484
6510,289,240,synthetic,real,2020-01-02T20:14:44.572484
6511,63,131,synthetic,synthetic,2020-01-02T20:14:44.572484
6512,289,431,real,real,2020-01-02T20:14:44.572484
6513,99,157,synthetic,real,2020-01-02T20:14:44.572484
6514,271,131,real,synthetic,2020-01-02T20:14:44.572484
6515,259,429,synthetic,real,2020-01-02T20:14:44.572484
6516,352,232,real,synthetic,2020-01-02T20:14:44.572484
6517,19,143,real,real,2020-01-02T20:14:44.572484
6518,59,468,real,real,2020-01-02T20:14:44.572484
6519,308,417,synthetic,synthetic,2020-01-02T20:14:44.572484
6520,337,246,synthetic,real,2020-01-02T20:14:44.572484
6521,113,196,real,real,2020-01-02T20:14:44.572484
6522,275,226,synthetic,synthetic,2020-01-02T20:14:44.572484
6523,339,198,real,synthetic,2020-01-02T20:14:44.572484
6524,295,247,real,real,2020-01-02T20:14:44.572484
6525,30,471,real,synthetic,2020-01-02T20:14:44.572484
6526,70,208,synthetic,synthetic,2020-01-02T20:14:44.572484
6527,339,400,real,real,2020-01-02T20:14:44.572484
6528,74,457,synthetic,real,2020-01-02T20:14:44.572484
6529,337,431,real,real,2020-01-02T20:14:44.572484
6530,251,231,synthetic,real,2020-01-02T20:14:44.572484
6531,351,450,real,synthetic,2020-01-02T20:14:44.572484
6532,22,442,real,synthetic,2020-01-02T20:14:44.572484
6533,108,222,real,synthetic,2020-01-02T20:14:44.572484
6534,265,185,synthetic,synthetic,2020-01-02T20:14:44.572484
6535,35,448,synthetic,synthetic,2020-01-02T20:14:44.572484
6536,57,165,real,real,2020-01-02T20:14:44.572484
6537,3,407,synthetic,real,2020-01-02T20:14:44.572484
6538,257,414,real,synthetic,2020-01-02T20:14:44.572484
6539,332,460,synthetic,real,2020-01-02T20:14:44.572484
6540,82,175,real,real,2020-01-02T20:14:44.572484
6541,51,431,synthetic,synthetic,2020-01-02T20:14:44.572484
6542,91,207,real,real,2020-01-02T20:14:44.572484
6543,328,425,synthetic,synthetic,2020-01-02T20:14:44.572484
6544,27,463,synthetic,real,2020-01-02T20:14:44.572484
6545,32,191,synthetic,real,2020-01-02T20:14:44.572484
6546,274,412,synthetic,synthetic,2020-01-02T20:14:44.572484
6547,365,417,real,real,2020-01-02T20:14:44.572484
6548,50,439,real,real,2020-01-02T20:14:44.572484
6549,309,431,synthetic,synthetic,2020-01-02T20:14:44.572484
6550,289,130,real,real,2020-01-02T20:14:44.572484
6551,65,423,real,real,2020-01-02T20:14:44.572484
6552,23,378,synthetic,real,2020-01-02T20:14:44.572484
6553,291,147,real,synthetic,2020-01-02T20:14:44.572484
6554,67,448,synthetic,real,2020-01-02T20:14:44.572484
6555,75,186,real,synthetic,2020-01-02T20:14:44.572484
6556,295,385,real,synthetic,2020-01-02T20:14:44.572484
6557,65,121,synthetic,real,2020-01-02T20:14:44.572484
6558,46,409,real,real,2020-01-02T20:14:44.572484
6559,341,210,real,real,2020-01-02T20:14:44.572484
6560,340,137,real,synthetic,2020-01-02T20:14:44.572484
6561,314,399,real,real,2020-01-02T20:14:44.572484
6562,42,240,real,synthetic,2020-01-02T20:14:44.572484
6563,307,240,real,real,2020-01-02T20:14:44.572484
6564,2,154,synthetic,synthetic,2020-01-02T20:14:44.572484
6565,33,140,synthetic,real,2020-01-02T20:14:44.572484
6566,268,209,real,real,2020-01-02T20:14:44.572484
6567,353,435,synthetic,real,2020-01-02T20:14:44.572484
6568,14,462,real,synthetic,2020-01-02T20:14:44.572484
6569,113,135,synthetic,real,2020-01-02T20:14:44.572484
6570,110,170,real,synthetic,2020-01-02T20:14:44.572484
6571,300,215,real,real,2020-01-02T20:14:44.572484
6572,301,208,synthetic,real,2020-01-02T20:14:44.572484
6573,268,242,synthetic,synthetic,2020-01-02T20:14:44.572484
6574,269,455,synthetic,synthetic,2020-01-02T20:14:44.572484
6575,331,230,synthetic,synthetic,2020-01-02T20:14:44.572484
6576,349,181,real,real,2020-01-02T20:14:44.572484
6577,361,480,real,real,2020-01-02T20:14:44.572484
6578,24,470,real,real,2020-01-02T20:14:44.572484
6579,40,430,real,real,2020-01-02T20:14:44.572484
6580,272,123,synthetic,synthetic,2020-01-02T20:14:44.572484
6581,64,471,real,real,2020-01-02T20:14:44.572484
6582,63,140,real,synthetic,2020-01-02T20:14:44.572484
6583,300,155,real,synthetic,2020-01-02T20:14:44.572484
6584,24,480,real,real,2020-01-02T20:14:44.572484
6585,331,177,synthetic,synthetic,2020-01-02T20:14:44.572484
6586,15,234,real,synthetic,2020-01-02T20:14:44.572484
6587,23,184,synthetic,synthetic,2020-01-02T20:14:44.572484
6588,8,485,real,real,2020-01-02T20:14:44.572484
6589,258,384,real,synthetic,2020-01-02T20:14:44.572484
6590,101,199,synthetic,synthetic,2020-01-02T20:14:44.572484
6591,251,388,synthetic,synthetic,2020-01-02T20:14:44.572484
6592,59,386,real,real,2020-01-02T20:14:44.572484
6593,259,202,real,real,2020-01-02T20:14:44.572484
6594,61,187,synthetic,real,2020-01-02T20:14:44.572484
6595,355,233,synthetic,synthetic,2020-01-02T20:14:44.572484
6596,23,232,synthetic,real,2020-01-02T20:14:44.572484
6597,35,476,synthetic,real,2020-01-02T20:14:44.572484
6598,62,437,real,real,2020-01-02T20:14:44.572484
6599,296,127,real,real,2020-01-02T20:14:44.572484
6600,9,480,synthetic,real,2020-01-02T20:14:44.572484
6601,14,166,real,real,2020-01-02T20:14:44.572484
6602,331,479,synthetic,real,2020-01-02T20:14:44.572484
6603,105,372,real,synthetic,2020-01-02T20:14:44.572484
6604,103,180,synthetic,synthetic,2020-01-02T20:14:44.572484
6605,305,371,synthetic,real,2020-01-02T20:14:44.572484
6606,57,245,synthetic,real,2020-01-02T20:14:44.572484
6607,277,476,synthetic,real,2020-01-02T20:14:44.572484
6608,276,231,synthetic,synthetic,2020-01-02T20:14:44.572484
6609,308,410,real,real,2020-01-02T20:14:44.572484
6610,250,370,real,real,2020-01-02T20:14:44.572484
6611,322,429,synthetic,synthetic,2020-01-02T20:14:44.572484
6612,107,246,real,synthetic,2020-01-02T20:14:44.572484
6613,338,381,synthetic,synthetic,2020-01-02T20:14:44.572484
6614,1,490,synthetic,synthetic,2020-01-02T20:14:44.572484
6615,34,126,real,real,2020-01-02T20:14:44.572484
6616,89,394,real,real,2020-01-02T20:14:44.572484
6617,10,147,real,synthetic,2020-01-02T20:14:44.572484
6618,255,136,synthetic,synthetic,2020-01-02T20:14:44.572484
6619,20,122,synthetic,synthetic,2020-01-02T20:14:44.572484
6620,277,452,synthetic,real,2020-01-02T20:14:44.572484
6621,65,183,synthetic,real,2020-01-02T20:14:44.572484
6622,347,479,synthetic,real,2020-01-02T20:14:44.572484
6623,273,391,synthetic,real,2020-01-02T20:14:44.572484
6624,6,138,real,synthetic,2020-01-02T20:14:44.572484
6625,33,383,real,synthetic,2020-01-02T20:14:44.572484
6626,52,385,synthetic,synthetic,2020-01-02T20:14:44.572484
6627,264,237,synthetic,synthetic,2020-01-02T20:14:44.572484
6628,352,151,real,synthetic,2020-01-02T20:14:44.572484
6629,307,414,real,synthetic,2020-01-02T20:14:44.572484
6630,277,437,synthetic,real,2020-01-02T20:14:44.572484
6631,327,154,synthetic,real,2020-01-02T20:14:44.572484
6632,288,382,real,real,2020-01-02T20:14:44.572484
6633,8,137,real,synthetic,2020-01-02T20:14:44.572484
6634,70,447,real,real,2020-01-02T20:14:44.572484
6635,351,389,real,synthetic,2020-01-02T20:14:44.572484
6636,258,138,synthetic,real,2020-01-02T20:14:44.572484
6637,110,242,synthetic,real,2020-01-02T20:14:44.572484
6638,287,127,synthetic,real,2020-01-02T20:14:44.572484
6639,283,237,real,synthetic,2020-01-02T20:14:44.572484
6640,86,133,real,synthetic,2020-01-02T20:14:44.572484
6641,313,246,real,real,2020-01-02T20:14:44.572484
6642,301,245,synthetic,real,2020-01-02T20:14:44.572484
6643,87,191,synthetic,synthetic,2020-01-02T20:14:44.572484
6644,30,185,synthetic,real,2020-01-02T20:14:44.572484
6645,347,417,synthetic,synthetic,2020-01-02T20:14:44.572484
6646,325,132,real,synthetic,2020-01-02T20:14:44.572484
6647,52,463,real,synthetic,2020-01-02T20:14:44.572484
6648,36,407,synthetic,synthetic,2020-01-02T20:14:44.572484
6649,359,399,synthetic,real,2020-01-02T20:14:44.572484
6650,330,429,real,real,2020-01-02T20:14:44.572484
6651,267,387,real,real,2020-01-02T20:14:44.572484
6652,110,475,real,synthetic,2020-01-02T20:14:44.572484
6653,47,126,synthetic,real,2020-01-02T20:14:44.572484
6654,321,215,synthetic,synthetic,2020-01-02T20:14:44.572484
6655,318,478,real,synthetic,2020-01-02T20:14:44.572484
6656,254,246,synthetic,synthetic,2020-01-02T20:14:44.572484
6657,109,174,real,synthetic,2020-01-02T20:14:44.572484
6658,39,142,synthetic,synthetic,2020-01-02T20:14:44.572484
6659,114,215,real,real,2020-01-02T20:14:44.572484
6660,336,229,real,real,2020-01-02T20:14:44.572484
6661,17,420,synthetic,synthetic,2020-01-02T20:14:44.572484
6662,285,496,real,real,2020-01-02T20:14:44.572484
6663,58,488,synthetic,real,2020-01-02T20:14:44.572484
6664,24,469,synthetic,synthetic,2020-01-02T20:14:44.572484
6665,105,231,synthetic,synthetic,2020-01-02T20:14:44.572484
6666,16,178,synthetic,real,2020-01-02T20:14:44.572484
6667,333,436,synthetic,real,2020-01-02T20:14:44.572484
6668,82,221,real,synthetic,2020-01-02T20:14:44.572484
6669,338,174,real,synthetic,2020-01-02T20:14:44.572484
6670,11,240,real,synthetic,2020-01-02T20:14:44.572484
6671,309,412,synthetic,real,2020-01-02T20:14:44.572484
6672,299,199,real,synthetic,2020-01-02T20:14:44.572484
6673,102,442,real,real,2020-01-02T20:14:44.572484
6674,351,427,synthetic,synthetic,2020-01-02T20:14:44.572484
6675,67,383,real,real,2020-01-02T20:14:44.572484
6676,325,475,synthetic,synthetic,2020-01-02T20:14:44.572484
6677,277,208,synthetic,real,2020-01-02T20:14:44.572484
6678,43,470,real,synthetic,2020-01-02T20:14:44.572484
6679,111,219,real,real,2020-01-02T20:14:44.572484
6680,275,136,real,synthetic,2020-01-02T20:14:44.572484
6681,349,488,synthetic,real,2020-01-02T20:14:44.572484
6682,332,168,synthetic,synthetic,2020-01-02T20:14:44.572484
6683,31,392,real,synthetic,2020-01-02T20:14:44.572484
6684,103,234,real,synthetic,2020-01-02T20:14:44.572484
6685,92,202,synthetic,synthetic,2020-01-02T20:14:44.572484
6686,81,422,synthetic,synthetic,2020-01-02T20:14:44.572484
6687,4,460,real,synthetic,2020-01-02T20:14:44.572484
6688,289,234,real,synthetic,2020-01-02T20:14:44.572484
6689,252,140,synthetic,real,2020-01-02T20:14:44.572484
6690,278,394,real,real,2020-01-02T20:14:44.572484
6691,347,471,synthetic,synthetic,2020-01-02T20:14:44.572484
6692,347,393,synthetic,real,2020-01-02T20:14:44.572484
6693,291,122,real,synthetic,2020-01-02T20:14:44.572484
6694,271,194,real,synthetic,2020-01-02T20:14:44.572484
6695,1,181,synthetic,synthetic,2020-01-02T20:14:44.572484
6696,41,194,synthetic,synthetic,2020-01-02T20:14:44.572484
6697,6,486,real,real,2020-01-02T20:14:44.572484
6698,344,167,real,real,2020-01-02T20:14:44.572484
6699,28,385,synthetic,synthetic,2020-01-02T20:14:44.572484
6700,366,489,real,synthetic,2020-01-02T20:14:44.572484
6701,35,396,synthetic,real,2020-01-02T20:14:44.572484
6702,58,134,real,synthetic,2020-01-02T20:14:44.572484
6703,367,245,real,real,2020-01-02T20:14:44.572484
6704,330,182,real,synthetic,2020-01-02T20:14:44.572484
6705,44,207,real,real,2020-01-02T20:14:44.572484
6706,277,445,synthetic,real,2020-01-02T20:14:44.572484
6707,342,389,real,synthetic,2020-01-02T20:14:44.572484
6708,326,129,synthetic,real,2020-01-02T20:14:44.572484
6709,356,183,synthetic,real,2020-01-02T20:14:44.572484
6710,277,386,real,synthetic,2020-01-02T20:14:44.572484
6711,50,236,synthetic,synthetic,2020-01-02T20:14:44.572484
6712,358,436,synthetic,real,2020-01-02T20:14:44.572484
6713,257,453,real,synthetic,2020-01-02T20:14:44.572484
6714,5,403,synthetic,real,2020-01-02T20:14:44.572484
6715,48,221,real,synthetic,2020-01-02T20:14:44.572484
6716,98,158,synthetic,real,2020-01-02T20:14:44.572484
6717,88,140,synthetic,synthetic,2020-01-02T20:14:44.572484
6718,289,138,real,synthetic,2020-01-02T20:14:44.572484
6719,294,157,real,synthetic,2020-01-02T20:14:44.572484
6720,108,370,synthetic,real,2020-01-02T20:14:44.572484
6721,90,227,synthetic,real,2020-01-02T20:14:44.572484
6722,103,414,real,synthetic,2020-01-02T20:14:44.572484
6723,256,205,synthetic,synthetic,2020-01-02T20:14:44.572484
6724,64,216,synthetic,synthetic,2020-01-02T20:14:44.572484
6725,365,217,synthetic,synthetic,2020-01-02T20:14:44.572484
6726,257,218,synthetic,real,2020-01-02T20:14:44.572484
6727,82,428,synthetic,synthetic,2020-01-02T20:14:44.572484
6728,252,204,synthetic,synthetic,2020-01-02T20:14:44.572484
6729,66,480,real,real,2020-01-02T20:14:44.572484
6730,333,409,real,synthetic,2020-01-02T20:14:44.572484
6731,3,173,synthetic,real,2020-01-02T20:14:44.572484
6732,97,453,real,synthetic,2020-01-02T20:14:44.572484
6733,20,477,real,synthetic,2020-01-02T20:14:44.572484
6734,113,219,synthetic,synthetic,2020-01-02T20:14:44.572484
6735,5,443,synthetic,real,2020-01-02T20:14:44.572484
6736,277,381,synthetic,synthetic,2020-01-02T20:14:44.572484
6737,67,401,real,real,2020-01-02T20:14:44.572484
6738,56,421,real,real,2020-01-02T20:14:44.572484
6739,352,161,synthetic,synthetic,2020-01-02T20:14:44.572484
6740,251,128,real,synthetic,2020-01-02T20:14:44.572484
6741,270,462,real,real,2020-01-02T20:14:44.572484
6742,293,395,synthetic,synthetic,2020-01-02T20:14:44.572484
6743,257,369,synthetic,real,2020-01-02T20:14:44.572484
6744,305,168,synthetic,real,2020-01-02T20:14:44.572484
6745,299,380,real,synthetic,2020-01-02T20:14:44.572484
6746,112,180,synthetic,synthetic,2020-01-02T20:14:44.572484
6747,79,382,real,real,2020-01-02T20:14:44.572484
6748,252,386,synthetic,synthetic,2020-01-02T20:14:44.572484
6749,347,415,real,synthetic,2020-01-02T20:14:44.572484
6750,59,125,synthetic,synthetic,2020-01-02T20:14:44.572484
6751,7,164,real,synthetic,2020-01-02T20:14:44.572484
6752,314,195,real,synthetic,2020-01-02T20:14:44.572484
6753,328,389,real,real,2020-01-02T20:14:44.572484
6754,60,131,synthetic,synthetic,2020-01-02T20:14:44.572484
6755,265,187,real,real,2020-01-02T20:14:44.572484
6756,20,446,synthetic,synthetic,2020-01-02T20:14:44.572484
6757,338,247,synthetic,synthetic,2020-01-02T20:14:44.572484
6758,253,154,real,synthetic,2020-01-02T20:14:44.572484
6759,10,452,synthetic,synthetic,2020-01-02T20:14:44.572484
6760,16,137,real,synthetic,2020-01-02T20:14:44.572484
6761,56,201,synthetic,real,2020-01-02T20:14:44.572484
6762,368,211,synthetic,synthetic,2020-01-02T20:14:44.572484
6763,317,204,real,real,2020-01-02T20:14:44.572484
6764,272,435,real,real,2020-01-02T20:14:44.572484
6765,90,453,synthetic,synthetic,2020-01-02T20:14:44.572484
6766,253,480,real,real,2020-01-02T20:14:44.572484
6767,75,185,synthetic,real,2020-01-02T20:14:44.572484
6768,282,121,real,synthetic,2020-01-02T20:14:44.572484
6769,260,395,synthetic,real,2020-01-02T20:14:44.572484
6770,31,172,real,synthetic,2020-01-02T20:14:44.572484
6771,53,123,real,real,2020-01-02T20:14:44.572484
6772,97,171,real,synthetic,2020-01-02T20:14:44.572484
6773,359,476,synthetic,synthetic,2020-01-02T20:14:44.572484
6774,337,136,real,synthetic,2020-01-02T20:14:44.572484
6775,120,448,synthetic,synthetic,2020-01-02T20:14:44.572484
6776,257,199,real,synthetic,2020-01-02T20:14:44.572484
6777,10,169,real,synthetic,2020-01-02T20:14:44.572484
6778,30,173,synthetic,synthetic,2020-01-02T20:14:44.572484
6779,80,171,synthetic,synthetic,2020-01-02T20:14:44.572484
6780,51,161,real,synthetic,2020-01-02T20:14:44.572484
6781,262,146,real,real,2020-01-02T20:14:44.572484
6782,14,185,synthetic,synthetic,2020-01-02T20:14:44.572484
6783,289,217,synthetic,synthetic,2020-01-02T20:14:44.572484
6784,279,132,synthetic,synthetic,2020-01-02T20:14:44.572484
6785,294,419,real,synthetic,2020-01-02T20:14:44.572484
6786,80,392,synthetic,real,2020-01-02T20:14:44.572484
6787,333,454,synthetic,real,2020-01-02T20:14:44.572484
6788,36,177,real,real,2020-01-02T20:14:44.572484
6789,20,405,synthetic,real,2020-01-02T20:14:44.572484
6790,92,212,synthetic,real,2020-01-02T20:14:44.572484
6791,268,379,synthetic,real,2020-01-02T20:14:44.572484
6792,77,438,real,real,2020-01-02T20:14:44.572484
6793,21,137,synthetic,synthetic,2020-01-02T20:14:44.572484
6794,8,127,synthetic,synthetic,2020-01-02T20:14:44.572484
6795,296,408,synthetic,synthetic,2020-01-02T20:14:44.572484
6796,88,485,synthetic,real,2020-01-02T20:14:44.572484
6797,299,235,real,synthetic,2020-01-02T20:14:44.572484
6798,363,168,real,synthetic,2020-01-02T20:14:44.572484
6799,65,495,real,synthetic,2020-01-02T20:14:44.572484
6800,293,200,synthetic,synthetic,2020-01-02T20:14:44.572484
6801,85,373,real,synthetic,2020-01-02T20:14:44.572484
6802,365,445,synthetic,synthetic,2020-01-02T20:14:44.572484
6803,253,241,real,synthetic,2020-01-02T20:14:44.572484
6804,262,385,synthetic,real,2020-01-02T20:14:44.572484
6805,361,385,synthetic,synthetic,2020-01-02T20:14:44.572484
6806,292,448,synthetic,synthetic,2020-01-02T20:14:44.572484
6807,259,378,real,real,2020-01-02T20:14:44.572484
6808,323,151,synthetic,real,2020-01-02T20:14:44.572484
6809,94,197,real,synthetic,2020-01-02T20:14:44.572484
6810,109,425,synthetic,real,2020-01-02T20:14:44.572484
6811,103,195,synthetic,real,2020-01-02T20:14:44.572484
6812,90,476,real,real,2020-01-02T20:14:44.572484
6813,294,140,real,real,2020-01-02T20:14:44.572484
6814,71,135,real,synthetic,2020-01-02T20:14:44.572484
6815,269,419,synthetic,synthetic,2020-01-02T20:14:44.572484
6816,16,219,real,real,2020-01-02T20:14:44.572484
6817,302,482,synthetic,real,2020-01-02T20:14:44.572484
6818,317,159,real,synthetic,2020-01-02T20:14:44.572484
6819,336,160,real,real,2020-01-02T20:14:44.572484
6820,278,422,synthetic,real,2020-01-02T20:14:44.572484
